SMILES,FFV
*c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-c6nc(-c7cccc(-c8nc(*)c(-c9ccccc9)[nH]8)c7)[nH]c6-c6ccccc6)cc5)cc4)c3)cc2)cc1,0.39177495
c1ccc(cc1)-c1[nH]c(nc1-c1ccc(cc1)Oc1ccc(cc1)C(c1cc(ccc1)C(c1ccc(cc1)Oc1ccc(cc1)*)=O)=O)-c1cccc(c1)-c1[nH]c(c(*)n1)-c1ccccc1,0.39177495
*Oc1ccc(NC(=O)c2cc(NC(=O)CCCCCN3C(=O)c4ccccc4C3=O)cc(C(=O)Nc3ccc(*)cc3)c2)cc1,0.33547772
c1cc2C(N(CCCCCC(Nc3cc(C(Nc4ccc(*)cc4)=O)cc(C(Nc4ccc(cc4)O*)=O)c3)=O)C(c2cc1)=O)=O,0.33547772
*c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc(C(F)(F)F)c1)C2=O,0.39841654
*C(C(F)(F)F)(C(F)(F)F)c1cc2C(N(C(=O)c2cc1)c1cc(cc(N2C(=O)c3c(C2=O)ccc(*)c3)c1)C(F)(F)F)=O,0.39841654
*CC(*)C(=O)Oc1ccccc1,0.3539411
O=C(C(C*)*)Oc1ccccc1,0.3539411
*Oc1ccc(Cc2ccc(OC(=O)c3ccc(C(C)(C)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,0.36534872
c1(C(=O)*)ccc(C(C)(c2ccc(C(=O)Oc3ccc(Cc4ccc(cc4)O*)cc3)cc2)C)cc1,0.36534872
*C=C(*)c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C#C)cc5)c(=O)c4cc3c2=O)cc1,0.37446752
C(*)(=C*)c1ccc(cc1)-n1c(c2c(cc3c(n(-c4ccc(cc4)C#C)c(c3c2)=O)=O)c1=O)=O,0.37446752
*c1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(OCCCCCCOc3ccc(/C=C/c4ccc(F)cc4)cc3)c2)cc1OCCCCCCOc1ccc(/C=C/c2ccc(F)cc2)cc1,0.36214283
c1cc(N2C(=O)c3cc(Oc4ccc5C(N(C(c5c4)=O)*)=O)ccc3C2=O)c(cc1-c1ccc(c(OCCCCCCOc2ccc(/C=C/c3ccc(F)cc3)cc2)c1)*)OCCCCCCOc1ccc(/C=C/c2ccc(F)cc2)cc1,0.36214283
*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)C(=O)OCCCCCC)cc1,0.35827772
O(c1ccc(cc1)CCC(NC(Cc1ccc(O*)cc1)C(=O)OCCCCCC)=O)C(CCCCCCCCC(*)=O)=O,0.35827772
*O[Si](C)(C)c1ccc2ccc([Si](*)(C)C)cc2c1,0.41603966
c1([Si](C)(*)C)cc2cc([Si](O*)(C)C)ccc2cc1,0.41603966
*CC(*)C(=O)OC([2H])([2H])[2H],0.32713966
C([2H])([2H])(OC(=O)C(C*)*)[2H],0.32713966
*CC(C)(C)C1C(=O)N(c2c(C)cccc2C)C(=O)C1*,0.36567807
O=C1N(c2c(C)cccc2C)C(C(C1C(C*)(C)C)*)=O,0.36567807
*CC(O)COc1c(C)cc(S(=O)(=O)c2cc(C)c(O*)c(C)c2)cc1C,0.36816578
Cc1cc(S(=O)(=O)c2cc(c(c(C)c2)O*)C)cc(C)c1OCC(C*)O,0.36816578
*c1ccc(Oc2ccc(-c3cnc4ccc(Oc5ccc6nc(*)cnc6c5)cc4n3)cc2)cc1,0.39336683
O(c1ccc(-c2nc3c(nc2)ccc(Oc2cc4ncc(nc4cc2)*)c3)cc1)c1ccc(*)cc1,0.39336683
*CC(*)(C)C(=O)OCc1cc(Cl)ccc1Cl,0.36119278
C(C(C(=O)OCc1cc(ccc1Cl)Cl)(C)*)*,0.36119278
*CC(*)OC(=O)c1cccc(Br)c1,0.37722551
O=C(OC(C*)*)c1cccc(c1)Br,0.37722551
*Oc1ccc(-c2ccc(-c3ccc(Oc4ccc(C(=O)c5cccc(C(=O)c6ccc(*)cc6)c5)cc4)cc3)cc2)cc1,0.36836692
c1(cc(ccc1)C(c1ccc(*)cc1)=O)C(=O)c1ccc(cc1)Oc1ccc(-c2ccc(cc2)-c2ccc(cc2)O*)cc1,0.36836692
*CC(CN1C(=O)C2C3C=CC(C3)C2C1=O)O*,0.34392035
O(*)C(C*)CN1C(C2C3C=CC(C2C1=O)C3)=O,0.34392035
*Nc1cc2ccccc2c(-c2cccc3ccccc23)c1N*,0.35509262
c1c(c2c(cccc2)cc1)-c1c2c(cc(c1N*)N*)cccc2,0.35509262
*Cc1cc(C)c(CNC(=O)c2ccc(C(=O)N*)cc2)cc1C,0.33875515
c1c(C(=O)NCc2c(C)cc(c(c2)C)C*)ccc(c1)C(N*)=O,0.33875515
*Oc1ccc(C2(c3ccc(OC4(F)C(*)(F)C(F)(F)C4(F)F)cc3)c3ccccc3-c3ccccc32)cc1,0.38927007
FC1(F)C(Oc2ccc(C3(c4c(-c5ccccc53)cccc4)c3ccc(cc3)O*)cc2)(F)C(C1(F)F)(*)F,0.38927007
*C(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CCC(C)CC2)cc1,0.37589597
c12c(C(N(C1=O)c1ccc(C3(c4ccc(NC(*)=O)cc4)CCC(CC3)C)cc1)=O)ccc(c2)*,0.37589597
*CC(*)c1ccc(C(=O)OCCC)cc1,0.37674615
c1cc(ccc1C(*)C*)C(=O)OCCC,0.37674615
*c1ccc(Oc2ccc(-c3nc4cc(-c5ccc6nc(-c7ccccc7)c(*)nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,0.41714937
c1(ccccc1)-c1c(nc2c(ccc(c2)-c2cc3c(cc2)nc(-c2ccccc2)c(*)n3)n1)-c1ccc(cc1)Oc1ccc(*)cc1,0.41714937
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.32506583
FC(COC(=O)C(*)C*)(F)C(F)(C(C(F)(C(F)(F)F)F)(F)F)F,0.32506583
*[O][Sn]([CH2]CCC)([CH2]CCC)[O]C(=O)/C=C/C(*)=O,0.35027613
C(CC)[CH2][Sn]([O]C(=O)/C=C/C(*)=O)([O]*)[CH2]CCC,0.35027613
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,0.35595348
c1(-c2ccc(OC(CCCCCCCCCCCCC(=O)*)=O)cc2)ccc(cc1)O*,0.35595348
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)C(C)C(SCCOCCSC4C(=O)N(c5ccc(S(=O)(=O)c6ccc(N7C(=O)CC(C)(SCCOCCSC8(C)CC(=O)N(*)C8=O)C7=O)cc6)cc5)C(=O)C4C)C3=O)cc2)cc1,0.34421859
c1(ccc(S(=O)(=O)c2ccc(cc2)N2C(=O)CC(C)(C2=O)SCCOCCSC2(C)CC(N(*)C2=O)=O)cc1)N1C(C(SCCOCCSC2C(C(N(c3ccc(cc3)S(=O)(c3ccc(*)cc3)=O)C2=O)=O)C)C(C1=O)C)=O,0.34421859
*N=P(*)(Cl)Cl,0.34644364
*N=P(Cl)(*)Cl,0.34644364
*C(=O)Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cc8)cc6)C7=O)cc5)cc4)NC(=O)c4ccccc43)cc2)cc1,0.36615689
c1c(ccc(Oc2ccc(cc2)NC(c2cc3c(cc2)C(N(c2ccc(cc2)Oc2ccc(Oc4ccc(N5C(=O)c6c(cc(cc6)*)C5=O)cc4)cc2)C3=O)=O)=O)c1)C1(c2ccc(cc2)Oc2ccc(cc2)NC(*)=O)c2ccccc2C(=O)N1,0.36615689
*Nc1ccc(C2(c3ccc(N*)cc3)C=CCCC2)cc1,0.34884686
c1(ccc(cc1)C1(CCCC=C1)c1ccc(cc1)N*)N*,0.34884686
*CCCCCOC(=O)c1cccc(C(=O)O*)c1,0.34539931
c1(C(O*)=O)cccc(C(OCCCCC*)=O)c1,0.34539931
*c1ccc(NC(=O)CN2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(CC(=O)Nc4ccc(-c6nnc(*)o6)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,0.35544781
N(C(CN1C(c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)c1cc2C(N(CC(Nc3ccc(-c4oc(*)nn4)cc3)=O)C(=O)c2cc1)=O)=O)=O)c1ccc(*)cc1,0.35544781
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc(C(C)(C)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1,0.37886829
O=C1c2cc(ccc2C(N1*)=O)Oc1ccc(cc1)C(c1ccc(cc1)Oc1cc2C(=O)N(C(=O)c2cc1)c1ccc(cc1)S(=O)(=O)c1ccc(*)cc1)(C)C,0.37886829
*c1ccc(Oc2ccc(N3C(=O)c4cc(-c5ccc([Si](C)(C)C)cc5)c(-c5cc6c(cc5-c5ccc([Si](C)(C)C)cc5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,0.42813779
C[Si](c1ccc(-c2cc3c(cc2-c2cc4c(cc2-c2ccc([Si](C)(C)C)cc2)C(N(C4=O)c2ccc(cc2)Oc2ccc(cc2)*)=O)C(N(*)C3=O)=O)cc1)(C)C,0.42813779
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-c5nc(-c6cccc(-c7nc(*)c(-c8ccccc8)[nH]7)c6)[nH]c5-c5ccccc5)cc4)cc3)cc2)cc1,0.40187067
c1c(cccc1)-c1c(*)nc([nH]1)-c1cccc(-c2nc(c(-c3ccccc3)[nH]2)-c2ccc(cc2)Oc2ccc(cc2)S(c2ccc(cc2)Oc2ccc(*)cc2)(=O)=O)c1,0.40187067
*c1ccc(Cc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)c(C)c2)cc1C,0.38793304
Cc1cc(ccc1N1C(C2CCC3C(C(N(*)C3=O)=O)C2C1=O)=O)Cc1ccc(*)c(C)c1,0.38793304
*Nc1ccc(C[C@](CC)(CCC)c2ccc(N)c(C[C@](C=C)(CC)c3ccc(N*)cc3)c2)cc1,0.35808156
*Nc1ccc(cc1)[C@@](Cc1c(N)ccc(c1)[C@](Cc1ccc(cc1)N*)(CCC)CC)(C=C)CC,0.35808156
*Nc1ccc(/C=C/c2ccc(N*)cc2)cc1,0.34415534
c1(ccc(cc1)/C=C/c1ccc(cc1)N*)N*,0.34415534
*c1ccc(C(c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.39361972
c12c(ccc(-c3ccc4C(=O)N(C(=O)c4c3)c3ccc(C(C(F)(F)F)(c4ccc(cc4)*)C(F)(F)F)cc3)c1)C(N(*)C2=O)=O,0.39361972
*CCOC(=O)NCCCCCCNC(=O)O*,0.32916214
O(C(NCCCCCCNC(=O)O*)=O)CC*,0.32916214
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(-c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6)cc5C4=O)cc3)c2)cc1,0.36156161
c1cc(cc(c1)Oc1ccc(*)cc1)Oc1ccc(cc1)N1C(c2c(C1=O)ccc(c2)Oc1ccc(-c2ccc(cc2)Oc2cc3C(=O)N(C(c3cc2)=O)*)cc1)=O,0.36156161
*C(=C(*)c1ccc(Oc2ccccc2)cc1)c1ccccc1,0.40046864
O(c1ccc(C(=C(c2ccccc2)*)*)cc1)c1ccccc1,0.40046864
*CC(*)(C)C(=O)Oc1ccc(C(=O)c2ccccc2)cc1,0.35600022
O=C(c1ccccc1)c1ccc(cc1)OC(C(C*)(*)C)=O,0.35600022
*CCCCCCN1C(=O)C(=O)N(*)C1=O,0.31655437
O=C1N(C(C(N1*)=O)=O)CCCCCC*,0.31655437
*CC(*)(C)C(=O)OCCn1c2ccccc2c2ccccc21,0.35181885
c12c3c(n(c1cccc2)CCOC(=O)C(C)(C*)*)cccc3,0.35181885
*c1ccc(C(C)(C)c2ccc(N3C(=O)c4ccc(Oc5ccc6cc(Oc7ccc8c(c7)C(=O)N(*)C8=O)ccc6c5)cc4C3=O)cc2)cc1,0.38208553
c1(cc2c(cc(cc2)Oc2ccc3c(c2)C(=O)N(*)C3=O)cc1)Oc1ccc2c(C(=O)N(C2=O)c2ccc(cc2)C(C)(C)c2ccc(cc2)*)c1,0.38208553
*OC(COC(=O)Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1)c1ccco1,0.34289328
O(C(Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1)=O)CC(c1occc1)O*,0.34289328
*C(=O)Nc1cccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)c1,0.33798245
c1c(ccc(C(Nc2cccc(c2)NC(*)=O)=O)c1)N1C(c2c(C1=O)ccc(*)c2)=O,0.33798245
*CC(*)(C)C(=O)OCCOC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0.41138901
[O-][N+](c1cc(cc(C(=O)OCCOC(C(C)(C*)*)=O)c1)[N+](=O)[O-])=O,0.41138901
